"","dteday","TMAX","PRCP","AWND","season","day_of_week","mnth_date","day","cnt"
"2078",2016-10-26,144,0,11,"4","Wednesday","26_10",26,10697
"2079",2016-10-27,167,8,34,"4","Thursday","27_10",27,9280
"2080",2016-10-28,161,0,46,"4","Friday","28_10",28,10627
"2081",2016-10-29,244,0,34,"4","Saturday","29_10",29,11615
"2082",2016-10-30,289,13,39,"4","Sunday","30_10",30,10902
"2083",2016-10-31,156,0,29,"4","Monday","31_10",31,10726
"2084",2016-11-01,156,0,21,"4","Tuesday","1_11",1,11369
"2085",2016-11-02,256,0,11,"4","Wednesday","2_11",2,12123
"2086",2016-11-03,261,0,26,"4","Thursday","3_11",3,11958
"2087",2016-11-04,167,0,39,"4","Friday","4_11",4,11980
"2088",2016-11-05,189,0,22,"4","Saturday","5_11",5,11303
"2089",2016-11-06,194,0,36,"4","Sunday","6_11",6,9840
"2090",2016-11-07,167,0,15,"4","Monday","7_11",7,10155
"2091",2016-11-08,206,0,14,"4","Tuesday","8_11",8,12026
"2092",2016-11-09,178,48,39,"4","Wednesday","9_11",9,7399
"2093",2016-11-10,161,0,41,"4","Thursday","10_11",10,10251
"2094",2016-11-11,178,0,59,"4","Friday","11_11",11,9848
"2095",2016-11-12,111,0,26,"4","Saturday","12_11",12,8327
"2096",2016-11-13,178,0,10,"4","Sunday","13_11",13,8155
"2097",2016-11-14,139,3,9,"4","Monday","14_11",14,9210
"2098",2016-11-15,172,8,21,"4","Tuesday","15_11",15,10395
"2099",2016-11-16,178,0,20,"4","Wednesday","16_11",16,10046
"2100",2016-11-17,161,0,21,"4","Thursday","17_11",17,10495
"2101",2016-11-18,228,0,6,"4","Friday","18_11",18,11253
"2102",2016-11-19,211,5,49,"4","Saturday","19_11",19,8247
"2103",2016-11-20,72,0,108,"4","Sunday","20_11",20,3826
"2104",2016-11-21,61,0,74,"4","Monday","21_11",21,6826
"2105",2016-11-22,89,0,42,"4","Tuesday","22_11",22,7626
"2106",2016-11-23,100,0,13,"4","Wednesday","23_11",23,6903
"2107",2016-11-24,150,0,8,"4","Thursday","24_11",24,3328
"2108",2016-11-25,150,0,14,"4","Friday","25_11",25,5831
"2109",2016-11-26,100,0,47,"4","Saturday","26_11",26,4991
"2110",2016-11-27,111,0,22,"4","Sunday","27_11",27,4867
"2111",2016-11-28,111,0,24,"4","Monday","28_11",28,8027
"2112",2016-11-29,139,53,15,"4","Tuesday","29_11",29,6331
"2113",2016-11-30,183,333,23,"4","Wednesday","30_11",30,6170
"2114",2016-12-01,144,18,48,"4","Thursday","1_12",1,9131
"2115",2016-12-02,106,0,55,"4","Friday","2_12",2,8411
"2116",2016-12-03,89,0,66,"4","Saturday","3_12",3,6209
"2117",2016-12-04,72,25,19,"4","Sunday","4_12",4,5264
"2118",2016-12-05,128,41,27,"4","Monday","5_12",5,8210
"2119",2016-12-06,50,262,26,"4","Tuesday","6_12",6,3893
"2120",2016-12-07,100,0,22,"4","Wednesday","7_12",7,8655
"2121",2016-12-08,89,0,40,"4","Thursday","8_12",8,7993
"2122",2016-12-09,28,0,64,"4","Friday","9_12",9,6419
"2123",2016-12-10,17,0,36,"4","Saturday","10_12",10,4202
"2124",2016-12-11,44,0,24,"4","Sunday","11_12",11,3815
"2125",2016-12-12,117,30,42,"4","Monday","12_12",12,7037
"2126",2016-12-13,78,0,18,"4","Tuesday","13_12",13,7743
"2127",2016-12-14,72,0,26,"4","Wednesday","14_12",14,7610
"2128",2016-12-15,11,0,70,"4","Thursday","15_12",15,4556
"2129",2016-12-16,-27,0,31,"4","Friday","16_12",16,4517
"2130",2016-12-17,111,41,34,"4","Saturday","17_12",17,2319
"2131",2016-12-18,172,10,72,"4","Sunday","18_12",18,3313
"2132",2016-12-19,17,0,35,"4","Monday","19_12",19,6328
"2133",2016-12-20,28,0,11,"4","Tuesday","20_12",20,6106
"2134",2016-12-21,89,0,10,"1","Wednesday","21_12",21,6587
"2135",2016-12-22,139,0,47,"1","Thursday","22_12",22,6187
"2136",2016-12-23,78,0,24,"1","Friday","23_12",23,4209
"2137",2016-12-24,83,122,23,"1","Saturday","24_12",24,1372
"2138",2016-12-25,106,0,19,"1","Sunday","25_12",25,2155
"2139",2016-12-26,89,0,30,"1","Monday","26_12",26,2361
"2140",2016-12-27,194,0,47,"1","Tuesday","27_12",27,5803
"2141",2016-12-28,100,0,30,"1","Wednesday","28_12",28,6396
"2142",2016-12-29,106,51,37,"1","Thursday","29_12",29,4254
"2143",2016-12-30,50,0,52,"1","Friday","30_12",30,4447
"2144",2016-12-31,83,0,60,"1","Saturday","31_12",31,3217
"2145",2017-01-01,122,0,18,"1","Sunday","1_1",1,4063
"2146",2017-01-02,72,69,26,"1","Monday","2_1",2,1638
"2147",2017-01-03,67,234,21,"1","Tuesday","3_1",3,3771
"2148",2017-01-04,133,5,49,"1","Wednesday","4_1",4,7185
"2149",2017-01-05,11,0,17,"1","Thursday","5_1",5,6214
"2150",2017-01-06,-5,3,43,"1","Friday","6_1",6,5570
"2151",2017-01-07,-43,10,58,"1","Saturday","7_1",7,1809
"2152",2017-01-08,-55,0,66,"1","Sunday","8_1",8,1920
"2153",2017-01-09,-27,0,25,"1","Monday","9_1",9,4617
"2154",2017-01-10,44,0,47,"1","Tuesday","10_1",10,5606
"2155",2017-01-11,139,23,41,"1","Wednesday","11_1",11,7267
"2156",2017-01-12,211,5,76,"1","Thursday","12_1",12,9091
"2157",2017-01-13,172,0,47,"1","Friday","13_1",13,8031
"2158",2017-01-14,44,58,18,"1","Saturday","14_1",14,1864
"2159",2017-01-16,72,0,20,"1","Monday","16_1",16,4485
"2160",2017-01-17,111,51,21,"1","Tuesday","17_1",17,5574
"2161",2017-01-18,139,0,41,"1","Wednesday","18_1",18,7345
"2162",2017-01-19,111,0,20,"1","Thursday","19_1",19,7376
"2163",2017-01-20,94,8,17,"1","Friday","20_1",20,5566
"2164",2017-01-21,94,0,17,"1","Saturday","21_1",21,8157
"2165",2017-01-22,100,18,30,"1","Sunday","22_1",22,4066
"2166",2017-01-23,100,188,74,"1","Monday","23_1",23,2905
"2167",2017-01-24,83,18,73,"1","Tuesday","24_1",24,7389
"2168",2017-01-25,172,0,38,"1","Wednesday","25_1",25,9023
"2169",2017-01-26,139,0,60,"1","Thursday","26_1",26,8048
"2170",2017-01-27,50,0,64,"1","Friday","27_1",27,6887
"2171",2017-01-28,83,0,34,"1","Saturday","28_1",28,5555
"2172",2017-01-29,61,0,22,"1","Sunday","29_1",29,5250
"2173",2017-01-30,28,5,41,"1","Monday","30_1",30,5420
"2174",2017-01-31,122,0,33,"1","Tuesday","31_1",31,7764
"2175",2017-02-01,106,0,14,"1","Wednesday","1_2",1,8231
"2176",2017-02-02,94,0,36,"1","Thursday","2_2",2,7649
"2177",2017-02-03,28,0,42,"1","Friday","3_2",3,6543
"2178",2017-02-04,39,0,27,"1","Saturday","4_2",4,4807
"2179",2017-02-05,117,0,38,"1","Sunday","5_2",5,5489
"2180",2017-02-06,172,0,21,"1","Monday","6_2",6,8399
"2181",2017-02-07,222,0,60,"1","Tuesday","7_2",7,9796
"2182",2017-02-08,217,0,42,"1","Wednesday","8_2",8,10619
"2183",2017-02-09,111,51,90,"1","Thursday","9_2",9,5369
"2184",2017-02-10,17,0,45,"1","Friday","10_2",10,5974
"2185",2017-02-11,111,0,19,"1","Saturday","11_2",11,6821
"2186",2017-02-12,117,13,33,"1","Sunday","12_2",12,4723
"2187",2017-02-13,78,0,76,"1","Monday","13_2",13,6364
"2188",2017-02-14,78,0,22,"1","Tuesday","14_2",14,7409
"2189",2017-02-15,117,0,50,"1","Wednesday","15_2",15,7485
"2190",2017-02-16,39,0,66,"1","Thursday","16_2",16,6427
"2191",2017-02-17,111,0,10,"1","Friday","17_2",17,7282
"2192",2017-02-18,222,0,20,"1","Saturday","18_2",18,10726
"2193",2017-02-19,206,0,48,"1","Sunday","19_2",19,12350
"2194",2017-02-20,183,0,36,"1","Monday","20_2",20,10058
"2195",2017-02-21,139,0,28,"1","Tuesday","21_2",21,8815
"2196",2017-02-22,183,0,20,"1","Wednesday","22_2",22,9659
"2197",2017-02-23,250,0,35,"1","Thursday","23_2",23,11744
"2198",2017-02-24,250,0,43,"1","Friday","24_2",24,12959
"2199",2017-02-25,250,20,66,"1","Saturday","25_2",25,8174
"2200",2017-02-26,89,0,46,"1","Sunday","26_2",26,6339
"2201",2017-02-27,122,0,18,"1","Monday","27_2",27,8264
"2202",2017-02-28,194,97,16,"1","Tuesday","28_2",28,7828
"2203",2017-03-01,239,3,70,"1","Wednesday","1_3",1,8977
"2204",2017-03-02,156,0,87,"1","Thursday","2_3",2,8134
"2205",2017-03-03,50,0,61,"1","Friday","3_3",3,6741
"2206",2017-03-04,56,0,45,"1","Saturday","4_3",4,5283
"2207",2017-03-05,39,0,20,"1","Sunday","5_3",5,4999
"2208",2017-03-06,117,0,13,"1","Monday","6_3",6,8583
"2209",2017-03-07,200,46,34,"1","Tuesday","7_3",7,8383
"2210",2017-03-08,189,3,57,"1","Wednesday","8_3",8,10971
"2211",2017-03-09,217,0,41,"1","Thursday","9_3",9,12406
"2212",2017-03-10,133,20,71,"1","Friday","10_3",10,5998
"2213",2017-03-11,33,0,63,"1","Saturday","11_3",11,5116
"2214",2017-03-12,50,0,41,"1","Sunday","12_3",12,4621
"2215",2017-03-13,78,69,33,"1","Monday","13_3",13,6470
"2216",2017-03-14,28,213,97,"1","Tuesday","14_3",14,1583
"2217",2017-03-15,-5,0,98,"1","Wednesday","15_3",15,3359
"2218",2017-03-16,39,0,55,"1","Thursday","16_3",16,5179
"2219",2017-03-17,100,8,22,"1","Friday","17_3",17,7207
"2220",2017-03-18,139,86,25,"1","Saturday","18_3",18,8245
"2221",2017-03-19,106,23,51,"1","Sunday","19_3",19,5689
"2222",2017-03-20,122,0,22,"1","Monday","20_3",20,9303
"2223",2017-03-21,167,3,31,"2","Tuesday","21_3",21,10612
"2224",2017-03-22,150,0,72,"2","Wednesday","22_3",22,8313
"2225",2017-03-23,89,0,20,"2","Thursday","23_3",23,8616
"2226",2017-03-24,167,36,48,"2","Friday","24_3",24,9086
"2227",2017-03-25,256,0,30,"2","Saturday","25_3",25,16191
"2228",2017-03-26,167,5,38,"2","Sunday","26_3",26,6621
"2229",2017-03-27,239,10,20,"2","Monday","27_3",27,11367
"2230",2017-03-28,217,130,24,"2","Tuesday","28_3",28,10444
"2231",2017-03-29,183,0,43,"2","Wednesday","29_3",29,12789
"2232",2017-03-30,117,0,39,"2","Thursday","30_3",30,10324
"2233",2017-03-31,89,394,36,"2","Friday","31_3",31,3793
"2234",2017-04-01,144,5,60,"2","Saturday","1_4",1,10321
"2235",2017-04-02,178,0,25,"2","Sunday","2_4",2,13714
"2236",2017-04-03,194,10,46,"2","Monday","3_4",3,10868
"2237",2017-04-04,261,0,57,"2","Tuesday","4_4",4,12666
"2238",2017-04-05,228,0,37,"2","Wednesday","5_4",5,13545
"2239",2017-04-06,167,399,46,"2","Thursday","6_4",6,6353
"2240",2017-04-07,89,0,85,"2","Friday","7_4",7,7596
"2241",2017-04-08,172,0,38,"2","Saturday","8_4",8,12508
"2242",2017-04-09,222,0,24,"2","Sunday","9_4",9,15133
"2243",2017-04-10,272,0,41,"2","Monday","10_4",10,13742
"2244",2017-04-11,300,0,31,"2","Tuesday","11_4",11,15371
"2245",2017-04-12,250,3,34,"2","Wednesday","12_4",12,14088
"2246",2017-04-13,206,0,25,"2","Thursday","13_4",13,15434
"2247",2017-04-14,222,0,20,"2","Friday","14_4",14,16038
"2248",2017-04-15,256,0,28,"2","Saturday","15_4",15,16896
"2249",2017-04-16,300,0,41,"2","Sunday","16_4",16,13129
"2250",2017-04-17,217,25,26,"2","Monday","17_4",17,10278
"2251",2017-04-18,228,0,30,"2","Tuesday","18_4",18,13752
"2252",2017-04-19,167,8,38,"2","Wednesday","19_4",19,11693
"2253",2017-04-20,278,84,30,"2","Thursday","20_4",20,12273
"2254",2017-04-21,289,0,20,"2","Friday","21_4",21,13541
"2255",2017-04-22,183,127,37,"2","Saturday","22_4",22,4485
"2256",2017-04-23,156,0,25,"2","Sunday","23_4",23,10744
"2257",2017-04-24,139,69,38,"2","Monday","24_4",24,5684
"2258",2017-04-25,150,43,45,"2","Tuesday","25_4",25,7966
"2259",2017-04-26,228,0,29,"2","Wednesday","26_4",26,11969
"2260",2017-04-27,278,0,33,"2","Thursday","27_4",27,13787
"2261",2017-04-28,289,0,25,"2","Friday","28_4",28,14391
"2262",2017-04-29,317,0,28,"2","Saturday","29_4",29,14412
"2263",2017-04-30,300,0,30,"2","Sunday","30_4",30,13613
"2264",2017-05-01,272,61,65,"2","Monday","1_5",1,10982
"2265",2017-05-02,244,0,42,"2","Tuesday","2_5",2,13312
"2266",2017-05-03,172,0,48,"2","Wednesday","3_5",3,12931
"2267",2017-05-04,183,53,41,"2","Thursday","4_5",4,11851
"2268",2017-05-05,239,277,54,"2","Friday","5_5",5,7263
"2269",2017-05-06,172,33,39,"2","Saturday","6_5",6,5842
"2270",2017-05-07,167,0,47,"2","Sunday","7_5",7,9613
"2271",2017-05-08,178,0,35,"2","Monday","8_5",8,11412
"2272",2017-05-09,189,0,15,"2","Tuesday","9_5",9,12369
"2273",2017-05-10,239,0,16,"2","Wednesday","10_5",10,13529
"2274",2017-05-11,150,439,27,"2","Thursday","11_5",11,3647
"2275",2017-05-12,133,97,26,"2","Friday","12_5",12,7213
"2276",2017-05-13,156,104,35,"2","Saturday","13_5",13,8177
"2277",2017-05-14,267,0,44,"2","Sunday","14_5",14,12866
"2278",2017-05-15,239,0,51,"2","Monday","15_5",15,12580
"2279",2017-05-16,272,0,14,"2","Tuesday","16_5",16,13640
"2280",2017-05-17,333,0,30,"2","Wednesday","17_5",17,12779
"2281",2017-05-18,322,155,38,"2","Thursday","18_5",18,12404
"2282",2017-05-19,322,13,25,"2","Friday","19_5",19,13427
"2283",2017-05-20,217,0,35,"2","Saturday","20_5",20,13795
"2284",2017-05-21,194,0,30,"2","Sunday","21_5",21,11101
"2285",2017-05-22,228,130,13,"2","Monday","22_5",22,9106
"2286",2017-05-23,183,30,25,"2","Tuesday","23_5",23,10522
"2287",2017-05-24,183,86,35,"2","Wednesday","24_5",24,11942
"2288",2017-05-25,228,201,29,"2","Thursday","25_5",25,6714
"2289",2017-05-26,244,0,42,"2","Friday","26_5",26,13591
"2290",2017-05-27,222,3,12,"2","Saturday","27_5",27,11475
"2291",2017-05-28,233,43,18,"2","Sunday","28_5",28,10188
"2292",2017-05-29,278,0,26,"2","Monday","29_5",29,12931
"2293",2017-05-30,228,279,35,"2","Tuesday","30_5",30,10303
"2294",2017-05-31,283,152,16,"2","Wednesday","31_5",31,12172
"2295",2017-06-01,278,0,30,"2","Thursday","1_6",1,13655
"2296",2017-06-02,267,0,27,"2","Friday","2_6",2,14110
"2297",2017-06-03,289,0,30,"2","Saturday","3_6",3,13898
"2298",2017-06-04,300,0,29,"2","Sunday","4_6",4,12634
"2299",2017-06-05,228,46,19,"2","Monday","5_6",5,10640
"2300",2017-06-06,250,0,44,"2","Tuesday","6_6",6,14139
"2301",2017-06-07,206,0,25,"2","Wednesday","7_6",7,12562
"2302",2017-06-08,239,0,24,"2","Thursday","8_6",8,13952
"2303",2017-06-09,267,0,26,"2","Friday","9_6",9,14575
"2304",2017-06-10,306,0,20,"2","Saturday","10_6",10,14677
"2305",2017-06-11,328,0,24,"2","Sunday","11_6",11,11835
"2306",2017-06-12,328,0,20,"2","Monday","12_6",12,12305
"2307",2017-06-13,350,0,17,"2","Tuesday","13_6",13,12534
"2308",2017-06-14,322,0,32,"2","Wednesday","14_6",14,13207
"2309",2017-06-15,294,0,29,"2","Thursday","15_6",15,13843
"2310",2017-06-16,267,15,19,"2","Friday","16_6",16,12465
"2311",2017-06-17,300,0,27,"2","Saturday","17_6",17,13193
"2312",2017-06-19,306,157,51,"2","Monday","19_6",19,9423
"2313",2017-06-20,300,0,34,"2","Tuesday","20_6",20,13977
"2314",2017-06-21,311,0,25,"3","Wednesday","21_6",21,14010
"2315",2017-06-22,300,0,23,"3","Thursday","22_6",22,13499
"2316",2017-06-23,306,38,55,"3","Friday","23_6",23,12518
"2317",2017-06-24,300,69,39,"3","Saturday","24_6",24,14321
"2318",2017-06-25,294,0,30,"3","Sunday","25_6",25,13621
"2319",2017-06-26,272,0,30,"3","Monday","26_6",26,14392
"2320",2017-06-27,267,0,27,"3","Tuesday","27_6",27,15015
"2321",2017-06-28,267,0,21,"3","Wednesday","28_6",28,14893
"2322",2017-06-29,317,0,45,"3","Thursday","29_6",29,13945
"2323",2017-07-01,328,53,39,"3","Saturday","1_7",1,11409
"2324",2017-07-02,322,0,22,"3","Sunday","2_7",2,13583
"2325",2017-07-03,322,0,19,"3","Monday","3_7",3,15293
"2326",2017-07-04,322,0,20,"3","Tuesday","4_7",4,15403
"2327",2017-07-05,289,295,27,"3","Wednesday","5_7",5,10587
"2328",2017-07-06,267,427,24,"3","Thursday","6_7",6,7357
"2329",2017-07-07,311,25,27,"3","Friday","7_7",7,13981
"2330",2017-07-08,306,0,30,"3","Saturday","8_7",8,15517
"2331",2017-07-09,283,0,21,"3","Sunday","9_7",9,15302
"2332",2017-07-10,317,0,22,"3","Monday","10_7",10,12919
"2333",2017-07-11,317,3,22,"3","Tuesday","11_7",11,13676
"2334",2017-07-12,339,0,22,"3","Wednesday","12_7",12,13485
"2335",2017-07-13,344,0,26,"3","Thursday","13_7",13,12659
"2336",2017-07-14,344,185,19,"3","Friday","14_7",14,10312
"2337",2017-07-15,306,0,37,"3","Saturday","15_7",15,14469
"2338",2017-07-16,306,0,16,"3","Sunday","16_7",16,13584
"2339",2017-07-17,317,0,27,"3","Monday","17_7",17,12478
"2340",2017-07-18,333,422,18,"3","Tuesday","18_7",18,12922
"2341",2017-07-19,339,0,13,"3","Wednesday","19_7",19,13166
"2342",2017-07-20,339,0,20,"3","Thursday","20_7",20,12673
"2343",2017-07-21,339,0,20,"3","Friday","21_7",21,12939
"2344",2017-07-22,322,183,20,"3","Saturday","22_7",22,10028
"2345",2017-07-23,306,213,24,"3","Sunday","23_7",23,11050
"2346",2017-07-24,322,0,26,"3","Monday","24_7",24,12519
"2347",2017-07-25,261,0,41,"3","Tuesday","25_7",25,14974
"2348",2017-07-26,289,0,18,"3","Wednesday","26_7",26,15549
"2349",2017-07-27,306,18,20,"3","Thursday","27_7",27,14652
"2350",2017-07-28,256,371,30,"3","Friday","28_7",28,5726
"2351",2017-07-29,250,41,51,"3","Saturday","29_7",29,9765
"2352",2017-07-30,278,0,30,"3","Sunday","30_7",30,15767
"2353",2017-07-31,311,0,13,"3","Monday","31_7",31,13936
"2354",2017-08-01,317,0,17,"3","Tuesday","1_8",1,12402
"2355",2017-08-02,317,0,16,"3","Wednesday","2_8",2,14079
"2356",2017-08-03,311,23,20,"3","Thursday","3_8",3,12796
"2357",2017-08-04,311,0,30,"3","Friday","4_8",4,14288
"2358",2017-08-05,261,0,46,"3","Saturday","5_8",5,16346
"2359",2017-08-06,267,0,10,"3","Sunday","6_8",6,14159
"2360",2017-08-07,233,196,24,"3","Monday","7_8",7,5895
"2361",2017-08-08,267,0,31,"3","Tuesday","8_8",8,14742
"2362",2017-08-09,289,0,17,"3","Wednesday","9_8",9,14962
"2363",2017-08-10,283,0,16,"3","Thursday","10_8",10,14779
"2364",2017-08-11,283,277,27,"3","Friday","11_8",11,12389
"2365",2017-08-12,289,23,9,"3","Saturday","12_8",12,11692
"2366",2017-08-13,283,0,22,"3","Sunday","13_8",13,14146
"2367",2017-08-14,250,0,9,"3","Monday","14_8",14,13180
"2368",2017-08-15,267,97,16,"3","Tuesday","15_8",15,9953
"2369",2017-08-16,317,0,15,"3","Wednesday","16_8",16,13577
"2370",2017-08-17,317,0,24,"3","Thursday","17_8",17,13301
"2371",2017-08-18,339,175,34,"3","Friday","18_8",18,11403
"2372",2017-08-19,311,3,23,"3","Saturday","19_8",19,13442
"2373",2017-08-20,300,0,22,"3","Sunday","20_8",20,12643
"2374",2017-08-21,317,0,23,"3","Monday","21_8",21,12271
"2375",2017-08-22,328,0,36,"3","Tuesday","22_8",22,12603
"2376",2017-08-23,283,0,33,"3","Wednesday","23_8",23,14061
"2377",2017-08-24,272,0,24,"3","Thursday","24_8",24,14134
"2378",2017-08-25,256,0,27,"3","Friday","25_8",25,14882
"2379",2017-08-26,261,0,16,"3","Saturday","26_8",26,14679
"2380",2017-08-27,250,0,23,"3","Sunday","27_8",27,13356
"2381",2017-08-28,244,0,30,"3","Monday","28_8",28,13129
"2382",2017-08-29,194,180,36,"3","Tuesday","29_8",29,4620
"2383",2017-08-30,256,0,22,"3","Wednesday","30_8",30,14714
"2384",2017-08-31,289,0,21,"3","Thursday","31_8",31,13911
"2385",2017-09-01,206,0,31,"3","Friday","1_9",1,13176
"2386",2017-09-02,161,168,26,"3","Saturday","2_9",2,4175
"2387",2017-09-03,256,0,24,"3","Sunday","3_9",3,15371
"2388",2017-09-04,278,0,34,"3","Monday","4_9",4,13580
"2389",2017-09-05,300,81,34,"3","Tuesday","5_9",5,11359
"2390",2017-09-06,200,165,20,"3","Wednesday","6_9",6,5996
"2391",2017-09-07,222,0,27,"3","Thursday","7_9",7,14050
"2392",2017-09-08,244,0,24,"3","Friday","8_9",8,14691
"2393",2017-09-09,217,0,32,"3","Saturday","9_9",9,14762
"2394",2017-09-10,222,0,25,"3","Sunday","10_9",10,13009
"2395",2017-09-11,222,0,19,"3","Monday","11_9",11,13401
"2396",2017-09-12,250,0,17,"3","Tuesday","12_9",12,14497
"2397",2017-09-13,256,23,18,"3","Wednesday","13_9",13,11920
"2398",2017-09-14,267,8,19,"3","Thursday","14_9",14,13219
"2399",2017-09-15,278,0,21,"3","Friday","15_9",15,14604
"2400",2017-09-16,289,0,11,"3","Saturday","16_9",16,15297
"2401",2017-09-17,283,0,15,"3","Sunday","17_9",17,13169
"2402",2017-09-18,267,0,26,"3","Monday","18_9",18,13034
"2403",2017-09-19,278,0,38,"3","Tuesday","19_9",19,14045
"2404",2017-09-20,306,0,23,"3","Wednesday","20_9",20,13720
"2405",2017-09-21,294,0,15,"3","Thursday","21_9",21,13481
"2406",2017-09-22,283,0,20,"3","Friday","22_9",22,14040
"2407",2017-09-23,300,0,18,"4","Saturday","23_9",23,13484
"2408",2017-09-24,317,0,18,"4","Sunday","24_9",24,11973
"2409",2017-09-25,317,0,18,"4","Monday","25_9",25,12653
"2410",2017-09-26,294,0,24,"4","Tuesday","26_9",26,13457
"2411",2017-09-27,317,0,35,"4","Wednesday","27_9",27,13281
"2412",2017-09-28,261,0,58,"4","Thursday","28_9",28,14376
"2413",2017-09-29,228,0,20,"4","Friday","29_9",29,14530
"2414",2017-09-30,194,0,60,"4","Saturday","30_9",30,13021
"2415",2017-10-01,206,0,16,"4","Sunday","1_10",1,12002
"2416",2017-10-02,233,0,6,"4","Monday","2_10",2,12700
"2417",2017-10-03,233,0,13,"4","Tuesday","3_10",3,13484
"2418",2017-10-04,261,0,21,"4","Wednesday","4_10",4,13744
"2419",2017-10-05,294,0,17,"4","Thursday","5_10",5,13892
"2420",2017-10-06,294,0,12,"4","Friday","6_10",6,14985
"2421",2017-10-07,294,0,40,"4","Saturday","7_10",7,15477
"2422",2017-10-08,283,23,38,"4","Sunday","8_10",8,10404
"2423",2017-10-09,306,132,47,"4","Monday","9_10",9,9030
"2424",2017-10-10,306,0,12,"4","Tuesday","10_10",10,13153
"2425",2017-10-11,239,201,30,"4","Wednesday","11_10",11,10374
"2426",2017-10-12,189,0,42,"4","Thursday","12_10",12,11730
"2427",2017-10-13,178,0,26,"4","Friday","13_10",13,12369
"2428",2017-10-14,228,0,18,"4","Saturday","14_10",14,13815
"2429",2017-10-15,261,0,43,"4","Sunday","15_10",15,12328
"2430",2017-10-16,211,20,58,"4","Monday","16_10",16,11805
"2431",2017-10-17,172,0,17,"4","Tuesday","17_10",17,12286
"2432",2017-10-18,211,0,13,"4","Wednesday","18_10",18,13005
"2433",2017-10-19,228,0,14,"4","Thursday","19_10",19,13314
"2434",2017-10-20,244,0,16,"4","Friday","20_10",20,14247
"2435",2017-10-21,250,0,6,"4","Saturday","21_10",21,14464
"2436",2017-10-22,239,0,18,"4","Sunday","22_10",22,13384
"2437",2017-10-23,239,8,43,"4","Monday","23_10",23,12602
"2438",2017-10-24,217,127,41,"4","Tuesday","24_10",24,13149
"2439",2017-10-25,178,0,37,"4","Wednesday","25_10",25,12821
"2440",2017-10-26,150,0,42,"4","Thursday","26_10",26,11768
"2441",2017-10-27,194,0,20,"4","Friday","27_10",27,13149
"2442",2017-10-28,217,0,45,"4","Saturday","28_10",28,13021
"2443",2017-10-29,189,262,51,"4","Sunday","29_10",29,4591
"2444",2017-10-30,150,28,66,"4","Monday","30_10",30,10155
"2445",2017-10-31,156,0,20,"4","Tuesday","31_10",31,11585
"2446",2017-11-01,133,0,17,"4","Wednesday","1_11",1,10859
"2447",2017-11-02,244,0,22,"4","Thursday","2_11",2,12925
"2448",2017-11-03,250,0,30,"4","Friday","3_11",3,13777
"2449",2017-11-04,139,152,24,"4","Saturday","4_11",4,9278
"2450",2017-11-05,156,25,25,"4","Sunday","5_11",5,5886
"2451",2017-11-06,222,0,43,"4","Monday","6_11",6,11016
"2452",2017-11-07,106,234,50,"4","Tuesday","7_11",7,5112
"2453",2017-11-08,89,0,41,"4","Wednesday","8_11",8,9254
"2454",2017-11-09,100,10,17,"4","Thursday","9_11",9,9601
"2455",2017-11-10,78,0,57,"4","Friday","10_11",10,6755
"2456",2017-11-11,28,0,17,"4","Saturday","11_11",11,5494
"2457",2017-11-12,83,8,10,"4","Sunday","12_11",12,5697
"2458",2017-11-13,100,43,22,"4","Monday","13_11",13,9060
"2459",2017-11-14,94,0,28,"4","Tuesday","14_11",14,9494
"2460",2017-11-15,122,0,18,"4","Wednesday","15_11",15,9785
"2461",2017-11-16,167,0,51,"4","Thursday","16_11",16,10200
"2462",2017-11-17,117,0,32,"4","Friday","17_11",17,9541
"2463",2017-11-18,167,3,56,"4","Saturday","18_11",18,7755
"2464",2017-11-19,156,23,79,"4","Sunday","19_11",19,5911
"2465",2017-11-20,106,0,45,"4","Monday","20_11",20,8635
"2466",2017-11-21,156,0,45,"4","Tuesday","21_11",21,9378
"2467",2017-11-22,133,0,55,"4","Wednesday","22_11",22,7208
"2468",2017-11-23,67,0,19,"4","Thursday","23_11",23,3107
"2469",2017-11-24,128,0,17,"4","Friday","24_11",24,5383
"2470",2017-11-25,167,0,19,"4","Saturday","25_11",25,7177
"2471",2017-11-26,117,0,33,"4","Sunday","26_11",26,5243
"2472",2017-11-27,156,0,20,"4","Monday","27_11",27,9000
"2473",2017-11-28,172,0,22,"4","Tuesday","28_11",28,9676
"2474",2017-11-29,200,0,24,"4","Wednesday","29_11",29,10159
"2475",2017-11-30,139,8,16,"4","Thursday","30_11",30,10168
"2476",2017-12-02,111,0,11,"4","Saturday","2_12",2,7560
"2477",2017-12-03,133,10,17,"4","Sunday","3_12",3,6709
"2478",2017-12-05,161,23,34,"4","Tuesday","5_12",5,8292
"2479",2017-12-06,122,0,41,"4","Wednesday","6_12",6,8541
"2480",2017-12-07,94,0,20,"4","Thursday","7_12",7,8721
"2481",2017-12-08,39,0,13,"4","Friday","8_12",8,7881
"2482",2017-12-09,17,61,17,"4","Saturday","9_12",9,2346
"2483",2017-12-10,44,0,27,"4","Sunday","10_12",10,4151
"2484",2017-12-11,89,0,25,"4","Monday","11_12",11,7871
"2485",2017-12-12,78,0,67,"4","Tuesday","12_12",12,7725
"2486",2017-12-13,11,0,60,"4","Wednesday","13_12",13,5854
"2487",2017-12-14,44,0,52,"4","Thursday","14_12",14,7092
